card_id,min_amount,min_amount_source,category_id,group_name,benefit_type,rate,fixed_amount,unit_basis,raw_text
539,0,CARD_LEVEL,6,기타,UNCLASSIFIED,,,,"라이프 매거진 매월 발송,
쇼핑/외식/여가문화 혜택"
540,400000,CARD_LEVEL,6,기타,UNCLASSIFIED,,,,"누적 이용금액 600만원 달성 시, 1만원 보너스 캐시백"
542,300000,CARD_LEVEL,7,백화점,UNCLASSIFIED,,,,갤러리아 관련 혜택
542,300000,CARD_LEVEL,18,카페,UNCLASSIFIED,,,,"커피(스타벅스, 폴바셋, 빈스앤베리스) 1천원 청구할인"
546,0,CARD_LEVEL,8,패밀리레스토랑,UNCLASSIFIED,,,,패밀리 레스토랑 할인
546,0,CARD_LEVEL,1,쇼핑,UNCLASSIFIED,,,,"유명의류, 한국프뢰벨, 현대홈쇼핑, 특별할인서비스"
546,0,CARD_LEVEL,14,생활,UNCLASSIFIED,,,,"자동차, 통신 등 생활서비스 제공"
551,500000,CARD_LEVEL,14,생활,UNCLASSIFIED,,,,자동납부 5천원/1만원 캐시백
551,500000,CARD_LEVEL,5,통신,UNCLASSIFIED,,,,통신요금 자동납부 5천원 청구할인
551,500000,CARD_LEVEL,10,영화,UNCLASSIFIED,,,,영화 3천원 청구할인
551,500000,CARD_LEVEL,6,기타,UNCLASSIFIED,,,,정기결제 1천원 청구할인
551,500000,CARD_LEVEL,13,선택형,UNCLASSIFIED,,,,Easy link 선택서비스(택1)
551,500000,CARD_LEVEL,28,프리미엄 서비스,UNCLASSIFIED,,,,티타늄 서비스
558,500000,CARD_LEVEL,6,기타,UNCLASSIFIED,,,,프리미엄 투어 서비스
569,500000,CARD_LEVEL,14,생활,UNCLASSIFIED,,,,4대 디지털 스트리밍 서비스 1만원 청구 할인
569,500000,CARD_LEVEL,13,선택형,UNCLASSIFIED,,,,서로 다른 매력이 있는 4종의 디자인 중에서 하나를 선택해 발급
578,0,CARD_LEVEL,6,기타,UNCLASSIFIED,,,,다양한 KB금융 서비스 혜택
579,500000,CARD_LEVEL,16,프리미엄,UNCLASSIFIED,,,,Mastercard Platinum 서비스
580,500000,CARD_LEVEL,16,프리미엄,UNCLASSIFIED,,,,티타늄 서비스
583,300000,CARD_LEVEL,17,대중교통,UNCLASSIFIED,,,,K-패스 사업 지역 안내
584,200000,CARD_LEVEL,17,대중교통,UNCLASSIFIED,,,,K-패스 사업 지역 안내
584,200000,CARD_LEVEL,26,해외,UNCLASSIFIED,,,,해외 서비스(Mastercard 브랜드 발급 시 제공)
588,0,CARD_LEVEL,28,프리미엄 서비스,UNCLASSIFIED,,,,MasterCard Platinum 서비스 제공
589,0,CARD_LEVEL,32,해외이용,UNCLASSIFIED,,,,해외 인출 수수료 우대 서비스
589,0,CARD_LEVEL,28,프리미엄 서비스,UNCLASSIFIED,,,,국제 브랜드 서비스
591,500000,CARD_LEVEL,19,편의점,UNCLASSIFIED,,,,편의점 3천원 할인
591,500000,CARD_LEVEL,12,푸드,UNCLASSIFIED,,,,커피·제과·패스트푸드 3천원 할인
591,500000,CARD_LEVEL,29,여행/숙박,UNCLASSIFIED,,,,숙박앱 5천원 할인
594,300000,CARD_LEVEL,1,쇼핑,UNCLASSIFIED,,,,삼성디지털프라자 장기할부 및 청구할인
594,300000,CARD_LEVEL,18,카페,UNCLASSIFIED,,,,커피전문점 1천원 청구할인
594,300000,CARD_LEVEL,28,프리미엄 서비스,UNCLASSIFIED,,,,VISA브랜드 제공 서비스
595,300000,CARD_LEVEL,3,주유,UNCLASSIFIED,,,,주유 / 충전 할인
597,300000,CARD_LEVEL,18,카페,UNCLASSIFIED,,,,"스타벅스, 폴바셋 1천원 청구할인"
598,300000,CARD_LEVEL,18,카페,UNCLASSIFIED,,,,"스타벅스, 폴바셋 1천원 청구할인"
598,300000,CARD_LEVEL,28,프리미엄 서비스,UNCLASSIFIED,,,,브랜드서비스 제공
599,300000,CARD_LEVEL,18,카페,UNCLASSIFIED,,,,"스타벅스, 폴바셋 1천원 청구할인"
600,0,CARD_LEVEL,28,프리미엄 서비스,UNCLASSIFIED,,,,MasterCard 플래티넘서비스
601,0,CARD_LEVEL,28,프리미엄 서비스,UNCLASSIFIED,,,,MasterCard 플래티넘서비스
601,0,CARD_LEVEL,6,기타,UNCLASSIFIED,,,,웰컴보너스 5천 마일리지 적립
602,0,CARD_LEVEL,23,바우처,UNCLASSIFIED,,,,"마일리지, 항공권, 면세점 바우처 서비스"
602,0,CARD_LEVEL,6,기타,UNCLASSIFIED,,,,특수 소재 플레이트
602,0,CARD_LEVEL,28,프리미엄 서비스,UNCLASSIFIED,,,,MasterCard World 서비스
602,0,CARD_LEVEL,6,기타,UNCLASSIFIED,,,,웰컴보너스 5천 마일리지 적립
603,0,CARD_LEVEL,23,바우처,UNCLASSIFIED,,,,"마일리지, 항공권, 면세점, Special 바우처 서비스"
603,0,CARD_LEVEL,6,기타,UNCLASSIFIED,,,,특수 소재 플레이트
603,0,CARD_LEVEL,28,프리미엄 서비스,UNCLASSIFIED,,,,MasterCard World 서비스
603,0,CARD_LEVEL,6,기타,UNCLASSIFIED,,,,웰컴보너스 1만5천 마일리지 적립
606,400000,CARD_LEVEL,6,기타,UNCLASSIFIED,,,,"쿠팡 로켓와우, 간편결제, 게임결제 청구할인"
607,400000,CARD_LEVEL,6,기타,UNCLASSIFIED,,,,"쿠팡 로켓와우, 간편결제, 게임결제"
608,0,CARD_LEVEL,28,프리미엄 서비스,UNCLASSIFIED,,,,VISA 플래티넘 / Young Premium 서비스 제공
608,0,CARD_LEVEL,33,무이자할부,UNCLASSIFIED,,,,무이자할부 서비스
609,0,CARD_LEVEL,28,프리미엄 서비스,UNCLASSIFIED,,,,VISA 플래티넘 / Young Premium 서비스 제공
609,0,CARD_LEVEL,33,무이자할부,UNCLASSIFIED,,,,무이자할부 서비스
610,0,CARD_LEVEL,28,프리미엄 서비스,UNCLASSIFIED,,,,VISA 플래티넘 / Young Premium 서비스 제공
610,0,CARD_LEVEL,33,무이자할부,UNCLASSIFIED,,,,무이자할부 서비스
611,0,CARD_LEVEL,28,프리미엄 서비스,UNCLASSIFIED,,,,VISA 플래티넘 / Young Premium 서비스 제공
611,0,CARD_LEVEL,33,무이자할부,UNCLASSIFIED,,,,무이자할부 서비스
613,500000,CARD_LEVEL,14,생활,UNCLASSIFIED,,,,마리아쥬 서비스 적립
613,500000,CARD_LEVEL,21,온라인쇼핑,UNCLASSIFIED,,,,온라인쇼핑 지원 적립
613,500000,CARD_LEVEL,6,기타,UNCLASSIFIED,,,,홈DIY 적립
614,300000,CARD_LEVEL,17,대중교통,UNCLASSIFIED,,,,버스.지하철 최대 4천원 할인
614,300000,CARD_LEVEL,19,편의점,UNCLASSIFIED,,,,CU편의점 최대 4천원 할인
614,300000,CARD_LEVEL,18,카페,UNCLASSIFIED,,,,스타벅스(사이렌오더 포함) 최대 4천원 할인
614,300000,CARD_LEVEL,10,영화,UNCLASSIFIED,,,,CGV 최대 4천원 할인
614,300000,CARD_LEVEL,6,기타,UNCLASSIFIED,,,,텐바이텐 최대 4천원 할인
615,500000,CARD_LEVEL,28,프리미엄 서비스,UNCLASSIFIED,,,,티타늄 서비스
617,300000,CARD_LEVEL,29,여행/숙박,UNCLASSIFIED,,,,제주여행 특화 서비스
617,300000,CARD_LEVEL,9,주유소,UNCLASSIFIED,,,,주유할인 서비스
618,200000,CARD_LEVEL,13,선택형,UNCLASSIFIED,,,,플레이트 디자인 선택 가능
618,200000,CARD_LEVEL,5,통신,UNCLASSIFIED,,,,이동통신요금 자동납부 시 2천원 캐시백
618,200000,CARD_LEVEL,10,영화,UNCLASSIFIED,,,,CGV 영화 예매 5천원 캐시백
618,200000,CARD_LEVEL,19,편의점,UNCLASSIFIED,,,,편의점 1천원 캐시백
618,200000,CARD_LEVEL,18,카페,UNCLASSIFIED,,,,카페 1천원 캐시백
618,200000,CARD_LEVEL,14,생활,UNCLASSIFIED,,,,생활 가맹점 1천원 캐시백
618,200000,CARD_LEVEL,21,온라인쇼핑,UNCLASSIFIED,,,,온라인 쇼핑 1천원 캐시백
620,1500000,CARD_LEVEL,6,기타,UNCLASSIFIED,,,,두장의 혜택을 세트로 누리는 카드 LOCA
620,1500000,CARD_LEVEL,2,모든가맹점,UNCLASSIFIED,,,,국내외 가맹점 결제일 할인
626,1500000,CARD_LEVEL,2,모든가맹점,UNCLASSIFIED,,,,국내외 가맹점 결제일 할인
626,1500000,CARD_LEVEL,6,기타,UNCLASSIFIED,,,,SPECIAL GIFT 서비스: 특급호텔 F&B 5만원 이용권
626,1500000,CARD_LEVEL,28,프리미엄 서비스,UNCLASSIFIED,,,,Master Platinum 서비스(Master 플래티넘 카드 발급 시 제공)
627,0,CARD_LEVEL,6,기타,UNCLASSIFIED,,,,SPECIAL GIFT 서비스: 특급호텔 F&B 5만원 이용권
627,0,CARD_LEVEL,28,프리미엄 서비스,UNCLASSIFIED,,,,Master Platinum 서비스(Master 플래티넘 카드 발급 시 제공)
630,500000,CARD_LEVEL,13,선택형,UNCLASSIFIED,,,,Easy all 선택 서비스(택1)
630,500000,CARD_LEVEL,13,선택형,UNCLASSIFIED,,,,"1. Auto 모드 (많이 쓴 영역에서 자동 캐시백)
2. DIY 모드 (원하는 영역에서 자유롭게 청구할인)"
630,500000,CARD_LEVEL,16,프리미엄,UNCLASSIFIED,,,,Visa Young Premium 서비스
634,500000,CARD_LEVEL,13,선택형,UNCLASSIFIED,,,,Easy all 선택 서비스(택1)
634,500000,CARD_LEVEL,13,선택형,UNCLASSIFIED,,,,"1. Auto 모드 (많이 쓴 영역에서 자동 캐시백)
2. DIY 모드 (원하는 영역에서 자유롭게 청구할인)"
634,500000,CARD_LEVEL,16,프리미엄,UNCLASSIFIED,,,,티타늄 서비스
647,300000,CARD_LEVEL,4,금융,UNCLASSIFIED,,,,금융 우대 서비스
649,500000,CARD_LEVEL,14,생활,UNCLASSIFIED,,,,편의점/택시 1천점 포인트리 적립
651,0,CARD_LEVEL,13,선택형,UNCLASSIFIED,,,,플레이트 디자인 선택 가능
652,400000,CARD_LEVEL,13,선택형,UNCLASSIFIED,,,,팩(PACK) 2종 중 1종 선택
652,400000,CARD_LEVEL,13,선택형,UNCLASSIFIED,,,,Best OIL 팩
652,400000,CARD_LEVEL,13,선택형,UNCLASSIFIED,,,,Smart PASS 팩
656,300000,CARD_LEVEL,27,교통,UNCLASSIFIED,,,,"교통 캐시백(택시, 대중교통)"
656,300000,CARD_LEVEL,1,쇼핑,UNCLASSIFIED,,,,"쇼핑 캐시백(대형할인점, 편의점, 뷰티스토어)"
661,500000,CARD_LEVEL,6,기타,UNCLASSIFIED,,,,"UNTACT AIR 서비스,
UNTACT SPECIAL 서비스"
663,400000,CARD_LEVEL,6,기타,UNCLASSIFIED,,,,"[플레이롤라] 커피, 자동차, 교육, 금융 등 일상생활혜택
[롤라박스] 롤라카드 회원만을 위한 더 특별한 혜택"
673,300000,CARD_LEVEL,28,프리미엄 서비스,UNCLASSIFIED,,,,"VISA 플래티넘서비스
MasterCard 플래티넘서비스"
681,0,CARD_LEVEL,28,프리미엄 서비스,UNCLASSIFIED,,,,Mastercard PLATINUM 등급서비스
684,100000,CARD_LEVEL,19,편의점,UNCLASSIFIED,,,,"편의점(CU, GS25, 세븐일레븐) 1천원 캐시백"
685,100000,CARD_LEVEL,14,생활,UNCLASSIFIED,,,,라이프 할인서비스(편의점/푸드/음료)
685,100000,CARD_LEVEL,6,기타,UNCLASSIFIED,,,,스터디 할인서비스
687,400000,CARD_LEVEL,6,기타,UNCLASSIFIED,,,,언박싱 스페셜 할인 서비스
687,400000,CARD_LEVEL,13,선택형,UNCLASSIFIED,,,,원하는 플레이트 디자인 선택 가능
689,300000,CARD_LEVEL,26,해외,UNCLASSIFIED,,,,해외 물품구매 및 ATM 예금인출 수수료 캐시백
